user_id,category_id,ads
10796,800,"[2814436, 2813608, 2702239, 2829438, 2625319, 2806603, 2816630, 2816336, 2802819, 2031170]"
10805,800,"[1733222, 338724, 2255790, 2633788, 1980631, 2255790, 2794892, 1801259, 1618531, 2225862]"
10814,800,"[2618324, 2816630, 2745006, 2696960, 2622409, 2622047, 2620716, 254759, 2814436, 2806603]"
10821,800,"[2673350, 2824853, 2617990, 2656899, 2677763, 988731, 2673350, 1090039, 2677763, 2774229]"
10834,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10836,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10842,800,"[2168050, 1706296, 2502949, 2222848, 2730513, 1706296, 2568151, 2568151, 2222848, 2723400]"
10843,800,"[2263396, 1715222, 2263396, 1715222, 2464371, 1715222, 2814436, 2806603, 2816630, 2816336]"
10862,800,"[2818795, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
10864,800,"[2031170, 2442295, 2633788, 1753382, 2633788, 2613865, 2442295, 2836370, 2777871, 2424932]"
10869,800,"[2682176, 2555427, 466949, 2426451, 2682176, 1511075, 2522121, 2555427, 959096, 746544]"
10872,800,"[2365726, 2365726, 2734707, 784736, 784736, 2709613, 2709613, 2476853, 2476853, 1654435]"
10875,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10878,800,"[2785985, 2640389, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805]"
10885,800,"[2506092, 849513, 2784100, 2258337, 2281961, 2659503, 2076537, 2134516, 2781868, 2638491]"
10888,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10895,800,"[2765302, 2683030, 2682615, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
10900,800,"[2718508, 2517487, 2813066, 2654552, 2244688, 2172046, 2138851, 2871097, 2869036, 2770544]"
10903,800,"[2814436, 2031170, 2739908, 2649805, 2816336, 2737601, 2587910, 2802819, 2816630, 2806603]"
10907,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10908,800,"[2749697, 2800108, 2779201, 2779201, 2749697, 2749697, 1749660, 2827373, 1979216, 2148160]"
10911,800,"[1227188, 2325381, 1227188, 2745563, 2450721, 1227188, 2450721, 1227188, 1227188, 2450721]"
10912,800,"[775944, 2780619, 775944, 2781059, 2765147, 2320500, 2780619, 775944, 2765489, 2160641]"
10915,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10917,800,"[2656358, 2656358, 2114215, 2114215, 2764624, 2716207, 2727230, 2319895, 2490469, 2620649]"
10922,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10926,800,"[2813608, 1932984, 2863027, 2760045, 2860712, 2863123, 2662117, 2861215, 2863111, 2863052]"
10930,800,"[2157992, 320064, 2157992, 2383333, 2826601, 1780253, 2793115, 2865418, 1752705, 704362]"
10935,800,"[2603009, 1954215, 1954215, 1978918, 2571262, 1978918, 2668835, 2642589, 2603009, 2349822]"
10936,800,"[2689484, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
10968,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10981,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10990,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
10995,800,"[2668835, 1771407, 1771407, 2224663, 2777820, 2820406, 2034791, 1771407, 1750177, 2820406]"
11004,800,"[2759195, 2707599, 2857877, 2693470, 2751129, 2424212, 2732769, 2707599, 2424212, 2759195]"
11009,800,"[1460261, 2163208, 2684093, 2291551, 2819510, 1771609, 1613243, 1438045, 2814436, 2806603]"
11028,800,"[91041, 2619114, 2324937, 1006416, 2025899, 1493688, 2670607, 2542453, 1936126, 2048052]"
11032,800,"[2743054, 1182222, 1138657, 2626781, 2736989, 1401176, 1668588, 2814436, 2806603, 2816630]"
11036,800,"[2859259, 2753336, 2753336, 2850593, 2859259, 2859259, 2753336, 2040016, 2853820, 2336931]"
11038,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11040,800,"[2321174, 2607889, 2321174, 2718558, 2607889, 2607889, 2477081, 2506971, 1034726, 1373043]"
11045,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11048,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11055,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11064,800,"[2717635, 2717635, 2717635, 2704668, 2755183, 2793091, 2134353, 2751129, 2738116, 2671807]"
11067,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11069,800,"[2201129, 2751168, 2074027, 2518001, 2545399, 2751168, 2583242, 2542504, 2813034, 2269729]"
11071,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11072,800,"[2050243, 1995392, 2859511, 1168526, 2434295, 2814436, 2806603, 2816630, 2816336, 2802819]"
11076,800,"[2858874, 2864564, 2856176, 2807786, 2844634, 2790377, 2835283, 789322, 789322, 2864564]"
11083,800,"[2006463, 2265370, 2764666, 2817699, 2835321, 2708868, 1590268, 1483587, 2814436, 2806603]"
11084,800,"[2558103, 2551445, 2807282, 2558103, 2551445, 2649746, 2558103, 2815110, 2763122, 2657411]"
11088,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11098,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11109,800,"[2459649, 2031170, 2765374, 2459649, 2185012, 2838439, 2857952, 2612507, 2730856, 2589061]"
11113,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11114,800,"[2511124, 2511124, 2487616, 2107548, 2704477, 2394771, 2067242, 2664384, 2721347, 2720380]"
11132,800,"[2789751, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
11140,800,"[1980631, 2793931, 2742037, 2547530, 2818125, 2818125, 2412289, 2818125, 2071406, 2818125]"
11155,800,"[2818899, 2751717, 1836598, 2751717, 2798240, 1680634, 1797445, 2821690, 2821690, 2585612]"
11169,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2587910, 2816630, 2802819, 2806603]"
11182,800,"[2428976, 2726310, 2720749, 2695006, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
11184,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11188,800,"[2434108, 772521, 784607, 533338, 502129, 2767542, 1686594, 2659274, 1586019, 2802934]"
11194,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11197,800,"[2765374, 2749937, 2794194, 2802819, 2816630, 2685206, 1628607, 2814436, 2806603, 2816336]"
11198,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11205,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11208,800,"[2519475, 2278425, 2278425, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
11229,800,"[2844354, 2714316, 1536397, 2835490, 1062857, 2313117, 664470, 2702744, 2361427, 2852259]"
11231,800,"[2816630, 2637653, 2536918, 2814436, 2806603, 2816336, 2802819, 2031170, 2739908, 2649805]"
11246,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11254,800,"[2854731, 2854731, 2824313, 2824313, 2616295, 2824313, 2616295, 2822396, 2858231, 2645886]"
11257,800,"[2411626, 2229142, 2856798, 2411626, 2841540, 2833309, 2348487, 2411626, 2835019, 2730187]"
11280,800,"[2795589, 2853370, 2858302, 2441256, 1245230, 2813545, 2701270, 2628814, 2401272, 2242290]"
11283,800,"[2783533, 2495853, 2380092, 2747157, 2747526, 2547530, 2813608, 2209732, 2863244, 2375345]"
11284,800,"[1488623, 2856669, 2851665, 2709043, 2827046, 2814436, 2806603, 2816630, 2816336, 2802819]"
11292,800,"[2424212, 2645546, 2645546, 2424212, 2645546, 2656698, 1364111, 2645546, 2622497, 2814436]"
11300,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11301,800,"[1771407, 1771407, 2531265, 1906252, 1506087, 1400271, 1785699, 1785699, 1906279, 2375423]"
11311,800,"[1755697, 1755697, 1598963, 2659274, 2380263, 2709425, 1598963, 1522151, 1448182, 2696650]"
11318,800,"[2559237, 2158650, 1580524, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
11325,800,"[2869540, 2868599, 2790130, 2310918, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
11333,800,"[2754164, 2858782, 2643509, 2601234, 2448632, 2814436, 2806603, 2816630, 2816336, 2802819]"
11341,800,"[2730641, 1612675, 2293632, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
11355,800,"[2860824, 2851232, 2649805, 2713552, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
11362,800,"[1997462, 2443458, 2443458, 1227188, 1505867, 1505867, 2189172, 2705113, 2705113, 2705113]"
11363,800,"[1305709, 425577, 2643067, 2595614, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
11369,800,"[2777154, 2777154, 2106638, 1943506, 603624, 603624, 2221772, 1943506, 2668142, 2668142]"
11375,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11376,800,"[2367083, 2367083, 2857240, 1479777, 1479777, 2833407, 2499915, 2595521, 2649901, 2857240]"
11382,800,"[2031170, 2814436, 2649805, 2739908, 2816336, 2737601, 2587910, 2816630, 2802819, 2806603]"
11389,800,"[2410328, 2630601, 2630601, 2696473, 2801773, 2858426, 2854533, 2863287, 1287152, 2726795]"
11400,800,"[2812177, 2586455, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805]"
11408,800,"[2814436, 2031170, 2649805, 2739908, 2816336, 2737601, 2587910, 2802819, 2816630, 2806603]"
11413,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11438,800,"[2852959, 913946, 2871680, 2869280, 2873028, 2870674, 2866929, 2850585, 2171049, 1740521]"
11444,800,"[2031170, 2739908, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11448,800,"[2865548, 2865548, 105029, 1973567, 1369044, 2865548, 2789768, 2293827, 2789757, 972550]"
11466,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11468,800,"[1733286, 2813608, 2587910, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
11473,800,"[2574632, 2668607, 2046460, 2236360, 2015703, 2403601, 2321174, 2051882, 2773552, 2671437]"
11476,800,"[2602007, 2690141, 1958403, 1721623, 2106657, 1583353, 1808394, 1521357, 2602007, 2690141]"
11500,800,"[2696473, 2853820, 2487691, 2869552, 2643928, 2863343, 2400647, 2547530, 2865409, 2855674]"
11510,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11514,800,"[2089397, 2089397, 2089397, 2199797, 2210154, 597644, 2505811, 2089397, 2089397, 2199797]"
11516,800,"[2376154, 2201187, 2028936, 2376154, 2450047, 2376154, 2201187, 2413139, 2477151, 2707126]"
11526,800,"[2779408, 2816336, 2713614, 2814436, 2806603, 2816630, 2802819, 2031170, 2739908, 2649805]"
11527,800,"[2284083, 246590, 1303475, 2632888, 2670387, 2730079, 2723834, 2729578, 2775499, 1546116]"
11536,800,"[2635760, 2334232, 2838305, 1982587, 2401262, 1793742, 1355094, 1913646, 2653812, 902334]"
11538,800,"[1842190, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
11543,800,"[2495853, 2180951, 2574368, 2509680, 2076885, 714537, 2577964, 2596717, 2495853, 2623943]"
11544,800,"[2803642, 2483490, 2519182, 2587910, 2236106, 2625175, 2766928, 2752671, 2257466, 2814436]"
11546,800,"[2667740, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
11547,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11550,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11557,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11559,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11575,800,"[2649603, 2615850, 2643950, 2606027, 2525223, 1629248, 2814436, 2806603, 2816630, 2816336]"
11576,800,"[2371556, 2371556, 1982340, 2371556, 1982340, 1982340, 1982340, 2436732, 2149772, 736112]"
11589,800,"[1289582, 719462, 2106387, 2550818, 2106387, 2867553, 2106387, 2550818, 719462, 2668432]"
11590,800,"[591514, 2844721, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805]"
11604,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11609,800,"[2855293, 2234658, 2487919, 2403670, 2394479, 2534495, 1667190, 1521061, 2487919, 2711123]"
11616,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11619,800,"[2519475, 2519475, 2736601, 2008521, 2388518, 1901160, 1852720, 2388518, 2736601, 2519475]"
11625,800,"[2339773, 792020, 2201785, 2682047, 2805512, 2682046, 2332215, 2695790, 2630463, 2842368]"
11629,800,"[1811757, 1811757, 2100466, 2642589, 2601254, 1681611, 1954215, 2760319, 1500749, 1750177]"
11636,800,"[1138519, 2641574, 1560380, 2334312, 1138519, 2388636, 1210303, 2736228, 2641574, 1210303]"
11637,800,"[416703, 2840791, 1650107, 2732983, 2815804, 2777736, 1543709, 1650107, 2638425, 2638425]"
11651,800,"[2711520, 2061032, 1772677, 2725649, 2731912, 2698363, 2506614, 2171519, 2814436, 2806603]"
11653,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11655,800,"[1243032, 2757282, 2402567, 887434, 887434, 2144793, 2635954, 1470896, 2852391, 2402953]"
11661,800,"[2790488, 2611002, 2692993, 2853820, 2853754, 2811171, 2694799, 2853733, 2611002, 2247458]"
11691,800,"[2587040, 1186303, 2259774, 1015334, 1201132, 2667816, 995491, 1968713, 2824594, 2700285]"
11694,800,"[1918018, 807620, 2573403, 2802980, 299382, 1310068, 2161253, 2737724, 299382, 2760074]"
11699,800,"[2857952, 1787244, 2816336, 2857952, 2031170, 2052219, 2390753, 2679432, 2857877, 2858388]"
11724,800,"[958720, 2561833, 2032157, 2730079, 2391220, 2730079, 2752198, 2777057, 2856033, 1517762]"
11730,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11731,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11740,800,"[2751506, 476635, 2693752, 2828615, 2134516, 2095552, 620173, 2362595, 2693752, 1096693]"
11752,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11755,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11764,800,"[2872959, 2830186, 2815886, 2806384, 2805362, 2686399, 2680469, 2665518, 2814436, 2806603]"
11800,800,"[2822445, 2056053, 1668173, 2679206, 2047352, 1998959, 518064, 2814436, 2806603, 2816630]"
11802,800,"[2031170, 2739908, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11804,800,"[2072310, 2372030, 2811359, 2824180, 1593466, 2794892, 2766923, 2694387, 2694387, 2813608]"
11808,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11810,800,"[2806603, 2587910, 2814436, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2737601]"
11819,800,"[1045840, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
11820,800,"[2522833, 2763688, 2636525, 2813225, 2198156, 1465554, 911340, 2814436, 2806603, 2816630]"
11821,800,"[2810367, 2865074, 2802615, 2668432, 2650057, 2818837, 2810367, 2823977, 2802615, 2802615]"
11828,800,"[2839495, 2832193, 2839495, 2031170, 2864895, 2839495, 1238776, 1238776, 2832193, 2864006]"
11832,800,"[2871005, 2826503, 2581829, 2819532, 2833932, 2833329, 653122, 2816336, 2739908, 2816560]"
11835,800,"[2851406, 2801060, 2755844, 2870699, 1817474, 2259492, 2851406, 962761, 2870729, 2333449]"
11841,800,"[1952521, 2871174, 2847907, 2846371, 2762634, 2717130, 2762612, 2852959, 2762612, 2499079]"
11854,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11863,800,"[2072431, 2810210, 2805718, 2528074, 2449233, 2812526, 2753133, 2099175, 2151236, 1976451]"
11876,800,"[2424404, 2695868, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805]"
11887,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11888,800,"[2810843, 2406773, 2157739, 2816630, 2800525, 2871408, 2800525, 2810952, 2788990, 2755671]"
11897,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11902,800,"[2853033, 2798249, 2823787, 2737601, 2737601, 2826293, 2798108, 2754415, 2142862, 2814436]"
11927,800,"[2866974, 2090784, 2794582, 1319202, 1272760, 2172365, 2745986, 2790659, 2731338, 2448650]"
11929,800,"[2814436, 2031170, 2739908, 2649805, 2816336, 2737601, 2587910, 2802819, 2816630, 2806603]"
11935,800,"[2759195, 1206720, 2738002, 2671682, 2606594, 2810629, 2263399, 2759075, 2766475, 2803258]"
11949,800,"[2241164, 2405189, 2235453, 2743589, 2451329, 494694, 2235453, 2743589, 2451329, 2506750]"
11950,800,"[2775189, 2493829, 2767571, 2715737, 1244692, 2740224, 1667381, 1401524, 1032655, 2814436]"
11952,800,"[605866, 1369389, 2373049, 1392515, 2350886, 2350886, 2373049, 1392515, 1369389, 2776144]"
11953,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11957,800,"[2664431, 2664461, 1741741, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
11961,800,"[578621, 578621, 1662216, 1662216, 681856, 2391237, 1432998, 2272588, 644666, 1991974]"
11965,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
11971,800,"[2675146, 2833407, 2806044, 2623389, 586660, 2752571, 2519881, 2623389, 2331356, 2843969]"
11973,800,"[1170122, 2768063, 2805707, 2475559, 2383446, 2697185, 2335036, 2284234, 2335036, 1161716]"
11977,800,"[1402774, 2031170, 1402774, 2852286, 829630, 564224, 2777522, 1942191, 2860628, 1942191]"
11985,800,"[2796604, 2619431, 2619431, 2353271, 2339786, 2233358, 2577715, 2481955, 2087810, 754657]"
11988,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12016,800,"[2769441, 2797605, 2765321, 2760089, 2427616, 2832642, 2765702, 2377244, 2814436, 2806603]"
12024,800,"[2060107, 2388535, 2186052, 2059650, 2388535, 2692586, 2818305, 2755525, 2749256, 2505575]"
12028,800,"[1188404, 2275469, 2724136, 2598841, 1552849, 1464444, 1122423, 2814436, 2806603, 2816630]"
12052,800,"[1227188, 1663890, 2556868, 2453690, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
12063,800,"[2637219, 2769753, 2717150, 2692720, 2612996, 2814436, 2806603, 2816630, 2816336, 2802819]"
12068,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12073,800,"[2751992, 2495853, 2357421, 2804356, 2858325, 2732111, 2667740, 2799429, 2442117, 2770437]"
12092,800,"[49122, 1775044, 2872854, 2866481, 2205755, 2871101, 2352562, 2868139, 2867599, 997546]"
12094,800,"[2241164, 2241164, 1973985, 1206720, 2413104, 2673361, 1206720, 1973985, 436774, 2413104]"
12109,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12129,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12136,800,"[218740, 2565800, 2358430, 1214182, 2697358, 2450470, 2626258, 2115392, 2585062, 1284616]"
12178,800,"[2271430, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
12194,800,"[2636787, 2414664, 2040790, 2726513, 1342470, 2636787, 1233031, 2189905, 700921, 2762029]"
12200,800,"[2815137, 521922, 2097194, 1185131, 177190, 2002535, 2231354, 2658246, 2800167, 2850140]"
12202,800,"[2031170, 2814436, 2739908, 2649805, 2816336, 2737601, 2587910, 2816630, 2802819, 2806603]"
12229,800,"[2756919, 2760869, 2802108, 2707518, 2803121, 2743763, 2814436, 2806603, 2816630, 2816336]"
12242,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12253,800,"[2443564, 654890, 2395788, 2189285, 2298884, 2610458, 2610458, 2545143, 2667021, 654890]"
12254,800,"[2841540, 678981, 2699617, 2814436, 2850675, 2770880, 2806603, 2816630, 2816336, 2802819]"
12261,800,"[2300173, 2812668, 2239615, 1779258, 2736308, 2617990, 2239615, 2030395, 2856970, 2729873]"
12274,800,"[2866825, 2866206, 2866320, 2827365, 953093, 2751925, 2750770, 2746271, 2418675, 2379825]"
12294,800,"[2263399, 2732959, 404855, 2364582, 404855, 1180176, 1118886, 2585774, 2014593, 2764366]"
12307,800,"[2082913, 2082913, 2685151, 2623399, 2757147, 2640822, 2685151, 2802685, 2757147, 2802685]"
12331,800,"[2755013, 2515179, 2671194, 2748843, 2717212, 2379681, 2814436, 2806603, 2816630, 2816336]"
12334,800,"[2841006, 2576852, 2270007, 2418081, 1933438, 1774169, 650040, 1746387, 2870643, 1425383]"
12346,800,"[2201187, 2201187, 2201187, 2174060, 2174060, 2174060, 1470928, 2801380, 1696355, 2174060]"
12363,800,"[2497520, 1897147, 2510470, 1215624, 2522833, 2802983, 2510470, 2234273, 2534679, 2258686]"
12375,800,"[2853414, 2843903, 812374, 2813608, 2587910, 2814436, 2806603, 2816630, 2816336, 2802819]"
12385,800,"[2258337, 812614, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805]"
12388,800,"[2624268, 861618, 2652724, 2647890, 2636459, 2626112, 2622255, 2814436, 2806603, 2816630]"
12392,800,"[2732196, 1972463, 2732196, 1972463, 2440568, 2790821, 2790821, 1495523, 2833450, 2732106]"
12404,800,"[2264243, 2206361, 366538, 1909446, 366538, 2206361, 2475780, 1940307, 1472055, 2415111]"
12421,800,"[2606525, 2850140, 2731148, 2733546, 2671309, 2747605, 2864933, 2755851, 2633703, 2583363]"
12441,800,"[2031170, 2814436, 2739908, 2649805, 2816336, 2737601, 2587910, 2816630, 2802819, 2806603]"
12445,800,"[2799495, 2799433, 1114689, 1056923, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
12454,800,"[2604411, 2665820, 2406423, 242080, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170]"
12465,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12468,800,"[2721300, 580129, 1680828, 1719952, 2155238, 1565407, 2775138, 2335513, 2861343, 2624840]"
12471,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12480,800,"[2665333, 2599171, 2664181, 997064, 2687572, 1396228, 2665333, 2592159, 997546, 2750470]"
12486,800,"[2759195, 2630558, 1514768, 2718044, 2528411, 2257744, 1979615, 2385626, 1656584, 2693470]"
12499,800,"[2839495, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805, 2587910]"
12514,800,"[2572036, 2572036, 2018978, 2018978, 2174060, 2174060, 2174060, 273634, 273634, 2206944]"
12522,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12523,800,"[2360072, 2831249, 2802061, 2802061, 2676317, 2814436, 2806603, 2816630, 2816336, 2802819]"
12537,800,"[1017465, 2743640, 1017465, 2845084, 2723777, 2722603, 2052424, 2814436, 2806603, 2816630]"
12541,800,"[2031170, 2814436, 2739908, 2649805, 2816336, 2737601, 2587910, 2816630, 2802819, 2806603]"
12542,800,"[2587040, 1403464, 1432318, 899600, 1979339, 2034791, 1432318, 603171, 899600, 899600]"
12546,800,"[1753064, 2628584, 2708958, 2438261, 2787379, 2475224, 2787379, 1753064, 1970905, 1030697]"
12555,800,"[2669006, 1277774, 2014426, 2732844, 221112, 2660462, 1594995, 2724223, 516845, 2298948]"
12583,800,"[2628977, 2555438, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908, 2649805]"
12595,800,"[2850250, 2847345, 2867690, 2840915, 2689220, 2145991, 2650689, 431383, 2746626, 2603447]"
12598,800,"[2814436, 2031170, 2739908, 2649805, 2737601, 2816336, 2587910, 2802819, 2816630, 2806603]"
12606,800,"[2587910, 2770891, 2866043, 2518588, 2861270, 2802108, 2802685, 2866007, 2866038, 2865951]"
12618,800,"[2846862, 2814445, 2747786, 2731353, 2722288, 2706791, 2650125, 2636119, 2636098, 2540011]"
12621,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12625,800,"[2707367, 2716859, 2552160, 2840249, 2755838, 2707380, 2707360, 2814436, 2806603, 2816630]"
12649,800,"[222655, 222655, 2677843, 2814436, 2806603, 2816630, 2816336, 2802819, 2031170, 2739908]"
12666,800,"[2695281, 1771036, 1411116, 2465336, 2127331, 2299824, 2159437, 1434144, 183262, 2090936]"
12703,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12725,800,"[2772745, 2794519, 2703013, 2770557, 2860803, 2616305, 2858782, 2642611, 2601395, 1794814]"
12730,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
12731,800,"[2739908, 2031170, 2814436, 2816336, 2649805, 2737601, 2816630, 2587910, 2802819, 2806603]"
